;;;;;;;;;;;;;;;;;;;;;
Base articles - Vente produits;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Classification article;;;Article;;;;;;Visible dans les outils;;Tarification;;;;;;Unité de mesure article;;;;
Catalogue;Famille;Sous-famille;Code;"Libellé court
(JDE, BL)";"Libellé commercial
(Devis, rapport, facture, OCW, UNITEC)";Statut article;Statut Stock;Article soumis à restriction client;OCW;UNITEC;Famille;Sous-famille;Code sous-Famille;"Tarif de référence
(pour unité de mesure principale)";Code de regroupement;Libellé code regroupement;Unité de mesure principale;Unité de mesure d'appro;Unité de mesure par défaut en nomenclature de pièces détachées;Conversion unité de mesure appro;Conversion unité de mesure nomenclature
CATEGORIE_ARTICLE;FAMILLE_ARTICLE;SOUS_FAMILLE_ARTICLE;CODE;LIBELLE;LIBELLE_COMMERCIAL;STATUT_ARTICLE;STATUT_STOCK;Art_sous_restriction;OCW;UNITEC;LIB_FAMILLE_TARIFAIRE;LIB_SOUS_FAMILLE_TARIFAIRE;SOUS_FAMILLE_TARIFAIRE;TARIF_REF_UM_PRIN;CODE_REGROUPEMENT;LIBELLE_REGROUPEMENT;UM_PRINCIPAL;UM_APPRO;UM_DEFAUT_BOM;CONV_UM_APPRO;CONV_UM_BOM
Catalogue produits;RIA & PIA;PIA;P03217;PIA TOP PPE 33-30 BF;PIA bas foisonnement DN33-30;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;   2368,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;Poste à eau;P09524;POSTE A EAU S/ROUE DN33-40;Poste à eau sur roues avec diffuseur DMF / A 33-40;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;   2249,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;Poste à eau;P09525;POSTE A EAU DMA DN 25-50M;Poste à eau sur roues avec diffuseur DMF / A 25-50;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;   2238,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P02082;RIA TOP PPE LST-A W 33-20;RIA tournant pivotant TOP PPE LST-A 33-20;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;   1001,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P02083;RIA TOP PPE LST-A W 33-30;RIA tournant pivotant TOP PPE LST-A 33-30;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;   1129,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P02125;RIA TOP PPE LST-B 33-20;RIA tournant pivotant TOP PPE LST-B 33-20;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;   1024,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P02143;RIA TOP PFE LST-A W 19-30;RIA tournant fixe TOP PFE LST-A 19-30;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;    759,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P03103;RIA TOP PFE LST-A W 33-20;RIA tournant fixe TOP PFE LST-A 33-20;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;    956,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P03104;RIA TOP PFE LST-A W 33-30;RIA tournant fixe TOP PFE LST-A 33-30;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;   1082,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P03122;RIA TOP PFE LST-A W 25-20;RIA tournant fixe TOP PFE LST-A 25-20;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;    754,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P03123;RIA TOP PFE LST-A W 25-30;RIA tournant fixe TOP PFE LST-A 25-30;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;    842,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P03152;RIA TOP PPE LST-A/HT 33-30;RIA tournant pivotant TOP PPE LST-A/HT 33-30;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;   1158,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P03154;RIA TOP PPE LST-B 33-30;RIA tournant pivotant TOP PPE LST-B 33-30;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;   1195,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P03155;RIA TOP PPE LST-A W 25-20;RIA tournant pivotant TOP PPE LST-A 25-20;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;    812,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P03156;RIA TOP PPE LST-A W 25-30;RIA tournant pivotant TOP PPE LST-A 25-30;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;    901,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P03161;RIA TOP PPE LST-A/HT 25-30;RIA tournant pivotant TOP PPE LST-A/HT 25-30;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;    937,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P03162;RIA TOP PPE LST-B 25-20;RIA tournant pivotant TOP PPE LST-B 25-20;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;   1022,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P03163;RIA TOP PPE LST-B 25-30;RIA tournant pivotant TOP PPE LST-B 25-30;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;   1115,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P03164;RIA TOP PPE LST-A W 19-20;RIA tournant pivotant TOP PPE LST-A 19-20;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;    751,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P03165;RIA TOP PPE LST-A W 19-30;RIA tournant pivotant TOP PPE LST-A 19-30;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;    815,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P03194;RIA TOP PPE LST-A W 33-30 INOX;RIA tournant pivotant TOP PPE LST-A 33-30 INOX;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;   4228,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P03893;RIA TOP PPE LST-B 33-40;RIA tournant pivotant TOP PPE LST-B 33-40;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;   1389,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P04414;RIA TOP 360 A 33-30 SICLI;RIA TOP compact 360 LST-A 33-30;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;   1468,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P04418;RIA TOP 360 B 33-30;RIA TOP compact 360 LST-B 33-30;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;   1560,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P04425;RIA TOP 360 A 25-30;RIA TOP compact 360 LST-A 25-30;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;   1220,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P09506;RIA TOP ARM LSTA DN19-30 KIT;RIA sous armoire sur porte pivovante TOP LST-A 19-30;Article en fin de vie;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;   1385,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P09508;RIA TOP ARM LSTADN25X30KIT;RIA sous armoire sur porte pivovante TOP LST-A 25-30;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;   1234,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P0HBW5;RIA EUR5 33X30M P DMFA; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;   1301,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P0HBX6;RIA EUR5 25X30M P DMFA; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;   1076,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P0HBZ0;RIA EUR5 25X20M P DMFA; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;    999,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P0HCA9;RIA EUR5 33X20M P DMFA; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;   1174,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P0RNI3;RIA TOP PPE LST-A W 33-30-IN;RIA tournant pivotant TOP PPE LST-A 33-30 à bras inversé;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;    956,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;RIA;P0RNI6;RIA TOP PPE LST-A W 25-30-IN;RIA tournant pivotant TOP PPE LST-A 25-30 à bras inversé;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;    901,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P00820;"BOITE BRONZE SYM100 FM4""";½ raccord bronze sans verrou à douille sym. 100 - M 102/114;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;    254,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P01216;"SOUCHE AR100 FM 4"" ALU";½ raccord alu. sans verrou à douille F AR100 - M 102/114;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vérification Bloc RIA;Pièces déta. RIA;MB5;    579,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P01918;RAC.ALIM. MALE 66/76+BOUCH;½ raccord bronze sans verrou à douille sym. 65 - M 66/76;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente DES + COM + COL + PBI;Colonne Sèche et produits asso;VD2;    195,30;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P01928;RAC.ALIM. FEM.66/76 +BOUCH;½ raccord bronze sans verrou à douille sym. 65 - F 66/76;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente DES + COM + COL + PBI;Colonne Sèche et produits asso;VD2;    129,70;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P02578;DEMI RAC APM DSP 40/45;½ raccord alu. avec verrou à douille annelée DSP40 - DA45;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;     41,77;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P02588;DEMI RAC DSP40 DAR 35 ALU;½ raccord alu. avec verrou à douille annelée DSP40 - DAR35;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;    123,90;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P02598;DEMI-RACCORD APM DSP65/70;½ raccord alu. avec verrou à douille annelée DSP65 - DA70;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;     97,46;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P02648;DEMI RAC BZ SYM 20/25;½ raccord bronze verrou à douille annelée sym. 20 / DA25;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;     68,29;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P02658;DEMI RAC BZ SYM 40/45;½ raccord bronze verrou à douille annelée sym. 40 / DA45;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;     76,91;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P02678;DEMI RAC BZ SYM 45 DR30/35;½ raccord bronze verrou à douille annelée sym. 40 / DAR35;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;     70,94;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P02688;JONCTION-SYM65 DA 70 BZ;½ raccord bronze verrou à douille annelée sym. 65 / DA70;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;    128,10;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P02718;BOITE APM MAL40/49 DSP45;½ raccord alu. sans verrou à douille F DSP 40 - M 40/49;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;     84,20;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P02728;BOITE APM FEM40/49 DSP45;½ raccord alu. sans verrou à douille F DSP 40 - F 40/49;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;     76,91;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P02748;BOITE APM MAL66/76 DSP70;½ raccord alu. sans verrou à douille F DSP 65 - M 66/76;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;    123,40;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P02798;BOITE BZ MALE40/49 S SYM45;½ raccord bronze sans verrou à douille sym. 40 - M 40/49;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;     56,35;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P02808;BOITE BZ  FEM40/49 S SYM45;½ raccord bronze sans verrou à douille sym. 40 - F 40/49;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;     56,35;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P02818;BOITE BZ MALE66/76 S SYM70;½ raccord bronze sans verrou à douille sym. 65 - M 66/76;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;    101,40;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P02948;RAC APM ZAG D300+GRILLAGE;Raccord de ventilation Ø300 mm;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;    349,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P05258;RAC.ALIM.MALE 102/114+BOUC;½ raccord bronze sans verrou à douille sym. 100 - M 100;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente DES + COM + COL + PBI;Colonne Sèche et produits asso;VD2;   1049,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P05268;RAC.ALIM. FEM.102/114+BOUC;½ raccord bronze sans verrou à douille sym. 100 - F 100;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;    455,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P0H020;SOUCHE DSP 65 F/F 66/76 AL;½ raccord alu. sans verrou à douille F DSP 65 - F 66/76;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;    177,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P0H408;SOUCHE AR100 FF102/114 ALU;½ raccord alu. sans verrou à douille F AR100 - F 102/114;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vérification Bloc RIA;Pièces déta. RIA;MB5;    203,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P0H413;SOUCHE SYM-20 FF26/34 BZ;½ raccord bronze sans verrou à douille sym. 20 - F 26/34;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;    171,70;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P0HA32;SOUCHE SYM.100 FM.102/114.ALU; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;    135,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P0HE22;DEMI RAC ALU SYM 40 DA 45;½ raccord alu. verrou à douille annelée sym. 40 / DA45;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;     85,53;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P0HG80;BOITE SYM.65 FF BZ;½ raccord bronze sans verrou à douille sym. 65 - F 66/76;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;    195,30;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P0HI36;DEMI-RAC.APM SYM 100 DA110; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;    429,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P0HQ31;SOUCHE SYM 25 FM 26/34 ALU;½ raccord alu. sans verrou à douille sym. 20 - M 26/34;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;     95,47;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P0HR83;"SOUCHE ALU SYM 40 FF1""1/2G";½ raccord alu. sans verrou à douille sym. 40 - F 40/49;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;     62,99;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P0HT88;SOUCHE ALU SYM 100 FF 4;½ raccord alu. sans verrou à douille sym. 100 - F 102/114;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;    496,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P0R240;SOUCHE SYM.65.FF.66/76.ALU;½ raccord alu. sans verrou à douille sym. 65 - F 66/76;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;    160,70;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;1/2 Raccord;P0R245;1/2RAC.BS DN100 F102/114B; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;    383,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;Bouchon;P02758;BOUCHON APM DSP 40/45+VER.;Bouchon aluminium avec verrou et chaînette DSP 40;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;     88,18;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;Bouchon;P02778;BOUCHON APM DSP 65/70+VER.;Bouchon aluminium avec verrou et chaînette DSP 65;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;    113,90;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;Bouchon;P02838;BOUCHON BZ SYM40/45 VERROU;Bouchon bronze avec verrou et chaînette symétrique 40;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;     59,67;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;Bouchon;P02848;BOUCHON BZ SYM65/70 VERROU;Bouchon bronze avec verrou et chaînette symétrique 65;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;     94,82;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;Bouchon;P02958;BOUCHON APM RAC ZAG D 300;Bouchon pour raccord de ventilation Ø300 mm;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;    280,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;Bouchon;P05968;BOUCHON BZ SYM-100+VERROU;Bouchon bronze avec verrou et chaînette symétrique 100;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;    424,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;Bouchon;P0H420;BOUCHON BZ SY-20+CHAINETTE;Bouchon bronze avec verrou et chaînette symétrique 20;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;     48,39;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;Bouchon;P0H487;BOUCHON SYM-100 ALU+CHAIN.;Bouchon aluminium avec verrou et chaînette symétrique 100;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente DES + COM + COL + PBI;Colonne Sèche et produits asso;VD2;    105,10;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;Bouchon;P0H874;BOUCHON+PURGE(PI)SYM-65 AL; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente DES + COM + COL + PBI;Poteau inc. et produits asso.;VD3;    452,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;Bouchon;P0H938;BOUCHON VER+CHAI.AR100 ALU;Bouchon aluminium avec verrou et chaînette AR 100;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente DES + COM + COL + PBI;Poteau inc. et produits asso.;VD3;    164,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;Bouchon;P0HBR8;KIT 3 BOUCHONS SYM 100; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    623,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;Bouchon;P0HBR9;KIT 3 BOUCHONS SYM 65 PI COFFR; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    466,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;Bouchon;P0HD60;BOUCHON SYM.20 ALU VER+CHA;Bouchon aluminium avec verrou et chaînette symétrique 20;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;     49,07;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;Bouchon;P0HDB7;BOUCHON PLAT SS VERROU D40; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     25,24;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;Bouchon;P0HJS0;BOUCHON ATLAS DN 65; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    324,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;Bouchon;P0HN97;BOUCHON SYM-40 ALU+CHAINET;Bouchon aluminium avec verrou et chaînette symétrique 40;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;     54,37;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;Bouchon;P0HX79;BOUCHON SYM65 ALU+CHAINE.;Bouchon aluminium avec verrou et chaînette symétrique 65;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;     97,46;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;Canon/Ecran d'eau;P0H066;ECRAN D'EAU MOB.DSP40-400L; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    470,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;Canon/Ecran d'eau;P0H208;ECRAN D'EAU MOB.DSP65-1200; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    642,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Robinetterie;Canon/Ecran d'eau;P0HEZ3;CANON EAU/M.DSP65 800L/MN; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;   1128,00;; ;Unité;Unité;Unité; ; 
